177873;Lovely Bones (Blu-ray/ Special Edition/ Alternate UPC/ Old Version/ Checkpoint);Paramount;24.99;PG-13;Drama;2010-04-20
184707;Lovely Bones (Blu-ray/ Special Edition/ Checkpoint);Paramount;22.99;PG-13;Drama;2010-08-03
177859;Lovely Bones (Blu-ray/ Special Edition/ Old Version);Paramount;24.99;PG-13;Drama;2010-04-20
177518;Lovely Bones (Blu-ray/ Special Edition/ Recalled);Paramount;39.99;PG-13;Drama;2010-04-20
177605;Lovely Bones (Blu-ray/ Special Edition/ Recalled/ Checkpoint);Paramount;39.99;PG-13;Drama;2010-04-20
228870;Lovely Molly (Blu-ray);Image;17.97;R;Horror;2012-08-28
169271;Lower Learning (Blu-ray);Anchor Bay;17.98;R;Comedy;2009-12-08
248642;Lucas (Anchor Bay/ Blu-ray);Anchor Bay;17.99;PG-13;Comedy;2013-08-06
196555;Lucerne Festival At Easter: Claudio Abbado Conducts The Simon Bolivar Youth Orchestra Of Venezuela (Blu-ray);Accentus;39.99;NR;Music;2011-01-25
227644;Lucerne Festival: Beethoven / Chopin / Rimsky-Korsakov / Dvorak: Concertgebouw Orchestra (Blu-ray);C Major;39.99;NR;Music;2012-05-29
227582;Lucerne Festival: Shostakovich Symphony No. 8: Royal Concertgebouw Orchestra (Blu-Ray);C Major;39.99;NR;Music;2012-05-29
151177;Luciano Parvarotti: A Celebration Live From Petra (Blu-ray);Decca;24.98;NR;Music;2009-02-24
233185;Luck: The Complete 1st Season (Blu-ray);HBO;79.98;NR;TV Classics;2012-11-27
144308;Lucky # [Number] Slevin (Weinstein Company/ Widescreen/ Blu-ray);Weinstein Company;14.97;R;Mystery/Suspense;2008-11-18
211878;Lucky (2011/ Blu-ray);Phase 4 Films;12.99;R;Comedy;2011-10-11
228371;Lucky One (Blu-ray/ Rental Ready);Warner Brothers;24.97;PG-13;Drama;2012-09-25
254561;Lucky One (DVD & Blu-ray Combo w/ Digital Copy & Gas Cash);Warner Brothers;19.98;PG-13;Drama;2013-10-01
228603;Lucky One (DVD & Blu-ray Combo w/ Digital Copy);Warner Brothers;19.98;PG-13;Drama;2012-09-11
179899;Lucy Show (Paramount): The Official 1st & 2nd Seasons (DVD/Blu-ray Disc Dual Format);Paramount;64.99;NR;TV Classics;2010-07-13
179882;Lucy Show (Paramount): The Official 1st & 2nd Seasons (DVD/Blu-ray Disc Dual Format/ Checkpoint);Paramount;64.99;NR;TV Classics;2010-07-13
195028;Luke And Lucy: The Texas Rangers (Blu-ray/ Rental Ready);Phase 4 Films;12.99;PG;Animation;2011-02-22
218426;Lully: Atys: William Christie / Jean-Marie Villegier / Les Arts Florissants (Blu-ray);Fra Musica;46.98;NR;Opera;2011-11-08
264515;Lunchbox (DVD & Blu-ray Combo);Sony Pictures;40.99;PG;Foreign;2014-07-01
246129;Lupin The 3rd: The Woman Called Fukiko (DVD & Blu-ray Combo);FUNimation;64.98;MA17;Anime;2013-08-20
246124;Lupin The 3rd: The Woman Called Fukiko (DVD & Blu-ray Combo/ Limited Edition);FUNimation;69.98;MA17;Anime;2013-08-20
162848;Lust, Caution (Ais/ NC-17 Version/ Blu-ray);Ais;77.98;NC-17;Foreign;2008-07-30
163987;Lymelife (Blu-ray);Screen Media Films;19.98;R;Comedy;2009-09-22
177665;M (1931/ Blu-ray);Criterion Collection;39.95;NR;Foreign;2010-05-11
159596;M*A*S*H (MASH/ 1970/ Blu-ray);Fox;14.99;R;Comedy;2009-09-01
255561;MLB: 2013 World Series (Collector's Edition/ Blu-ray);A&E Video;69.99;NR;Sports;2013-12-03
255351;MM!: Complete Collection (Blu-ray);Sentai FilmWorks;69.98;MA17;Anime;2014-02-11
179354;MR 73 (Blu-ray);Gaumont;75.98;NR;Foreign;2010-04-13
227359;Mac & Devin Go To High School (DVD & Blu-ray Combo);Anchor Bay;19.99;R;Comedy;2012-07-03
252115;MacGillivray Freeman (50th Anniversary Limited Edition Collection/ Blu-Ray): Mystery Of The Nile / Coral Reef Adventure / ...;Image;199.98;NR;Documentary;2013-11-05
186061;MacGruber (Blu-ray);Universal;14.98;R;Action/Comedy;2010-09-07
179119;MacMillan: Mayerling: Edward Watson / Mara Galeazzi / Iohna Loots (Blu-ray);BBC Opus Arte;39.99;NR;Ballet;2010-04-06
229925;Macbeth (1948/ Blu-ray);Olive Films;29.95;NR;Drama;2012-09-18
266635;Macbeth (1971/ Criterion Collection/ Blu-ray);Criterion Collection;39.95;R;Drama;2014-09-23
192807;Machete (2010/ Blu-ray w/ Digital Copy);Fox;19.99;R;Action/Adventure;2011-01-04
192968;Machete (2010/ Blu-ray/ Rental Ready);Fox;39.99;R;Action/Adventure;2011-01-04
256371;Machete Kills (DVD & Blu-ray Combo);Universal;29.98;R;Action/Adventure;2014-01-21
256412;Machete Kills (Rental Ready/ DVD & Blu-ray Combo);Universal;34.98;R;Action/Adventure;2014-02-18
262417;Machine (2013/ Blu-ray);XLrator;20.99;R;SciFi;2014-06-17
197811;Machine Girl (Blu-ray);Tokyo Shock;19.98;NR;Foreign;2011-03-29
178005;Machine Girl (Blu-ray/ Cancelled);Tokyo Shock;24.99;NR;Foreign;2010-05-25
182965;Machine Gun McCain (Blu-ray);Blue Underground;19.98;NR;Action/Adventure;2010-08-24
226095;Machine Gun Preacher (DVD & Blu-ray Combo w/ Digital Copy);Fox;24.99;R;Action/Adventure;2012-06-05
158157;Machinist (El Maquinista/ Paramount/ Blu-ray);Paramount;14.99;R;Thriller;2009-05-19
158143;Machinist (El Maquinista/ Paramount/ Blu-ray/ Checkpoint);Paramount;14.99;R;Thriller;2009-05-19
239610;Machinist (El Maquinista/ Warner Brothers/ Blu-ray);Warner Brothers;14.97;R;Thriller;2013-01-08
264331;Mack Sennett Collection, Vol. 1 (Blu-ray);Flicker Alley;59.99;NR;Silent;2014-08-05
152741;Mad Detective (Blu-ray);101 Distribution;57.98;NR;Foreign;2008-12-23
187886;Mad Max (MGM/UA/ DVD & Blu-ray Combo/ Blu-ray Case);MGM/UA;24.99;R;Action/Adventure;2010-10-05
187875;Mad Max (MGM/UA/ DVD & Blu-ray Combo/ DVD Case);MGM/UA;24.99;R;Action/Adventure;2010-10-05
243873;Mad Max Trilogy (Blu-ray/ Limited Edition): Mad Max / The Road Warrior / Beyond Thunderdome;Warner Brothers;49.99;VAR;Action/Adventure;2013-06-04
243995;Mad Max: Beyond Thunderdome (Blu-ray);Warner Brothers;19.98;PG-13;SciFi;2013-06-04
135536;Mad Men: Season 1 (Blu-ray);Lions Gate;17.99;NR;TV Classics;2008-07-01
159911;Mad Men: Season 2 (Blu-ray);Lions Gate;17.99;NR;TV Classics;2009-07-14
174957;Mad Men: Season 3 (Blu-ray);Lions Gate;17.99;NR;TV Classics;2010-03-23
197035;Mad Men: Season 4 (Blu-ray);Lions Gate;17.99;NR;TV Classics;2011-03-29
231814;Mad Men: Season 5 (Blu-ray);Lions Gate;17.99;NR;TV Classics;2012-10-16
251272;Mad Men: Season 6 (Blu-ray);Lions Gate;29.97;NR;TV Classics;2013-11-05
142258;Mad Money (Anchor Bay/ Blu-ray);Anchor Bay;19.97;PG-13;Comedy;2008-11-18
229933;Mad Monster Party (DVD & Blu-ray Combo);Lions Gate;14.99;NR;Animation;2012-09-04
246249;Madagascar (2005/ Widescreen/ Blu-ray w/ 'Turbo' Movie Cash);DreamWorks;14.99;PG;Animation;2013-06-25
138595;Madagascar (2005/ Widescreen/ Blu-ray);DreamWorks;29.99;PG;Animation;2008-09-23
240536;Madagascar (2005/ Widescreen/ Blu-ray/ Checkpoint);DreamWorks;29.99;PG;Animation;2008-09-23
190495;Madagascar (2005/ Widescreen/ DVD & Blu-ray Combo);DreamWorks;20.99;PG;Animation;2010-11-30
190486;Madagascar (2005/ Widescreen/ DVD & Blu-ray Combo/ Checkpoint);DreamWorks;20.99;PG;Animation;2010-11-30
200024;Madagascar (2011/ Blu-ray);BBC Home Video;34.99;NR;Documentary;2011-06-07
233164;Madagascar 3: Europe's Most Wanted (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy);DreamWorks;35.99;PG;Animation;2012-10-16
233246;Madagascar 3: Europe's Most Wanted (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy/ Checkpoint);DreamWorks;49.99;PG;Animation;2012-10-16
246260;Madagascar 3: Europe's Most Wanted (Blu-ray w/ 'Turbo' Movie Cash);DreamWorks;26.99;PG;Animation;2013-06-25
233208;Madagascar 3: Europe's Most Wanted (Blu-ray/ Rental Ready);DreamWorks;39.99;PG;Animation;2012-10-16
233464;Madagascar 3: Europe's Most Wanted (DVD & Blu-ray w/ Digital Copy);DreamWorks;26.99;PG;Animation;2012-10-16
233488;Madagascar 3: Europe's Most Wanted (DVD & Blu-ray w/ Digital Copy/ Checkpoint);DreamWorks;39.99;PG;Animation;2012-10-30
233206;Madagascar 3: Europe's Most Wanted (Limited Edition/ DVD & Blu-ray Combo w/ Digital Copy & Rainbow Wig Pack);DreamWorks;39.99;PG;Animation;2012-10-16
233188;Madagascar 3: Europe's Most Wanted (Limited Edition/ DVD & Blu-ray Combo w/ Digital Copy & Rainbow Wig Pack/ Checkpoint);DreamWorks;39.99;PG;Animation;2012-10-16
246290;Madagascar: Escape 2 Africa (Widescreen/ Blu-ray w/ 'Turbo' Movie Cash);DreamWorks;14.99;PG;Animation;2013-06-25
152683;Madagascar: Escape 2 Africa (Widescreen/ Blu-ray);DreamWorks;29.99;PG;Animation;2009-02-06
240091;Madagascar: Escape 2 Africa (Widescreen/ Blu-ray/ Checkpoint);DreamWorks;29.99;PG;Animation;2009-02-06
190418;Madagascar: Escape 2 Africa (Widescreen/ DVD & Blu-ray Combo);DreamWorks;20.99;PG;Animation;2010-11-30
190422;Madagascar: Escape 2 Africa (Widescreen/ DVD & Blu-ray Combo/ Checkpoint);DreamWorks;20.99;PG;Animation;2010-11-30
251997;Madagascar: The Complete Collection (Blu-ray): Madagascar / Madagascar: Escape 2 Africa / ..;DreamWorks;38.99;PG;Animation;2013-09-17
225311;Made (Blu-ray) / Swingers (Blu-ray);Lions Gate;14.99;R;Comedy;2012-05-29
263044;Made In America (2013/ Blu-ray);Phase 4 Films;19.99;NR;Music;2014-07-22
197344;Made In Dagenham (Blu-ray);Sony Pictures;19.99;R;Drama;2011-03-29
138585;Made Of Honor (Blu-ray);Sony Pictures;19.99;PG-13;Comedy;2008-09-16
186460;Made Of Honor (Blu-ray) / Jane Austen Book Club (Blu-ray);Sony Pictures;26.99;PG-13;VAR;2010-10-05
215010;Madea Christmas: The Play (Blu-ray);Lions Gate;24.99;NR;Comedy;2011-11-22
238109;Madea Gets A Job: The Play (Blu-ray);Lions Gate;19.99;NR;Comedy/Drama;2013-02-05
188843;Madea's Big Happy Family: The Play (Blu-ray);Lions Gate;14.99;NR;Comedy;2010-11-23
189082;Madea's Family Reunion (2006/ Widescreen/ Blu-ray);Lions Gate;14.99;PG-13;Comedy;2010-11-23
233232;Madea's Witness Protection (Blu-ray w/ Digital Copy);Lions Gate;19.99;PG-13;Comedy;2012-10-23
257460;Mademoiselle C (Blu-ray);Cohen Media Group;34.98;R;Foreign;2014-03-11
190865;Mademoiselle Chambon (Blu-ray);Kino;34.95;NR;Foreign;2010-12-07
230659;Madonna: In A League Of Her Own: Unauthorized Documentary (Blu-ray);Nibon Silver Films;19.95;NR;Music;2012-08-21
253030;Madonna: MDNA World Tour (Blu-ray);Interscope Records;24.98;NR;Music;2013-12-03
250490;Madonna: MDNA World Tour (Blu-ray/ Discontinued);Interscope Records;24.98;NR;Music;2013-09-10
178417;Madonna: The Sticky & Sweet Tour (Blu-ray);WEA;24.99;NR;Music;2010-04-06
223484;Madonna: Truth Or Dare (Blu-ray);Lions Gate;14.99;R;Music;2012-04-03
233486;Mafia! (Mill Creek Entertainment/ Blu-ray) / The Crew (2000/ Blu-ray);Mill Creek Entertainment;9.98;PG-13;Comedy;2012-11-06
188574;Magic (1978/ Dark Sky Films/ Blu-ray);Dark Sky Films;24.98;R;Horror;2010-10-12
245147;Magic Christian (Olive Films/ Blu-ray);Olive Films;29.95;NR;Comedy;2013-05-28
232005;Magic City: Season 1 (Blu-ray);Anchor Bay;54.99;NR;TV Classics;2012-10-02
251624;Magic City: Season 2 (Blu-ray);Anchor Bay;54.99;NR;TV Classics;2013-11-05
260311;Magic City: The Complete Series (Blu-ray);Anchor Bay;59.99;NR;TV Classics;2014-05-13
242312;Magic Journey To Africa (Blu-ray 3D);Image;24.98;NR;Family;2013-04-23
231864;Magic Mike (Blu-ray/ Rental Ready);Warner Brothers;24.97;R;Comedy;2012-11-20
265673;Magic Mike (DVD & Blu-ray Combo w/ Digital Copy &  'Jupiter Ascending' Movie Money);Warner Brothers;19.98;R;Comedy;2014-06-24
233831;Magic Mike (DVD & Blu-ray Combo w/ Digital Copy);Warner Brothers;19.98;R;Comedy;2012-10-23
229763;Magic Of Belle Isle (Blu-ray);Magnolia Pictures;19.98;PG;Comedy;2012-09-18
154340;Magic Of Flight: IMAX (Blu-ray);Image;24.98;NR;Documentary;2009-05-05
243604;Magic Town (Blu-ray);Olive Films;29.95;NR;Comedy;2013-04-23
233794;Magical Mystery Tour (Capitol Records/ Blu-ray);Capitol Records;29.98;NR;Musical;2012-10-09
233829;Magical Mystery Tour (Capitol Records/ DVD & Blu-ray Combo/ Deluxe Box Set w/ Vinyl EP & Booklet);Capitol Records;94.98;NR;Musical;2012-10-09
187244;Magician (1958/ Blu-ray);Criterion Collection;39.95;NR;Foreign;2010-10-12
149727;Magnar Am: Sonar: Ellen Sejersted Bodtker (Blu-ray/ DVD/CD Combo);2L;19.98;NR;Music;2008-12-09
266607;Magnificent Doll (Blu-ray);Olive Films;29.95;NR;Drama;2014-08-19
186728;Magnificent Seven (1960/ Deltamac/ Blu-ray);Deltamac;73.98;PG-13;Western;2010-08-10
207816;Magnificent Seven (1960/ MGM/UA/ Blu-ray);MGM/UA;16.99;NR;Western;2011-08-02
179496;Magnificent Seven (1998): Collection (Blu-ray);MGM/UA;24.99;NR;TV Classics;2010-05-11
169140;Magnolia (Blu-ray);New Line;14.98;R;Drama;2010-01-19
203409;Mahler: Abbado Conducts Mahler Symphonies 1 - 7: Lucerne Festival Orchestra (Blu-ray);EuroArts;99.99;NR;Music;2011-04-26
198446;Mahler: Abbado Conducts Mahler: Symphony No. 5: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2011-02-22
203440;Mahler: Abbado Conducts Symphony No. 7: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2011-04-26
196558;Mahler: Claudio Abbado Conducts The Lucerne Festival Orchestra (Blu-ray);Accentus;39.99;NR;Music;2011-01-25
205562;Mahler: Das Knaben Wunderhorn / Adagio From Symphony No. 10: Magdalena Kozena /Christian Gerhaher: Cleveland Orchestra (Blu-ray);Accentus;39.99;NR;Music;2011-05-31
248599;Mahler: Das Lied Von Der Erde / Strauss: Tod Und Verklarung (Blu-ray);Video Artists;34.95;NR;Music;2013-07-16
205123;Mahler: Origins And Legacy: Keeping Score: San Francisco Symphony (Blu-ray);San Francisco Symphony;63.98;NR;Music;2011-05-10
238541;Mahler: Symphonies Nos. 1 - 10, Das Lied Von Der Erde, Totenfeier: Royal Concertgebouw Orchestra (Blu-ray);RCO Live;124.99;NR;Music;2013-01-08
192596;Mahler: Symphony No 4: Five Lieder Based On Poems By Friedrich Ruckert: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2010-11-16
232596;Mahler: Symphony No 8: Gustavo Dudamel: Los Angeles Philharmonic (Blu-ray);Deutsche Grammophon;29.98;NR;Music;2012-10-02
190641;Mahler: Symphony No. 1 / Prokofiev: Piano Concerto No. 3: Lucerne Festival: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2010-10-26
198148;Mahler: Symphony No. 10: Lan Shui: Singapore Symphony Orchestra (Blu-ray);Avie Records;27.98;NR;Music;2011-02-08
215214;Mahler: Symphony No. 2 'Resurrection': Christiane Oelze / Sarah Connolly: Berliner Rundfunkchor (Blu-ray);Accentus;39.99;NR;Music;2011-09-27
188811;Mahler: Symphony No. 2 'Resurrection': Lucerne Festival 2003: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2010-09-28
218217;Mahler: Symphony No. 2. Resurrection: Diana Damrau / Petra Lang: Staatskapelle Berlin (Blu-ray);EuroArts;39.99;NR;Music;2011-11-15
257745;Mahler: Symphony No. 2: Zubin Mehta (Audio-Only Blu-ray);Decca;19.98;NR;Music;2014-02-11
170653;Mahler: Symphony No. 3: Claudio Abbado: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2009-11-17
245424;Mahler: Symphony No. 4, 'Chailly': Gewandhaus Orchestra Leipzig (Blu-ray);Accentus;39.99;NR;Music;2013-04-30
266295;Mahler: Symphony No. 5, 'Chailly': Gewandhaus Orchestra Leipzig (Blu-ray);Accentus;39.99;NR;Music;2014-05-27
254093;Mahler: Symphony No. 5: Herbert von Karajan (Audio Only Blu-ray);Deutsche Grammophon;19.98;NR;Music;2013-11-19
188790;Mahler: Symphony No. 6: Lucerne Festival 2006: Lucerne Festival Orchestra (Blu-ray);EuroArts;39.99;NR;Music;2010-09-28
256642;Mahler: Symphony No. 6: Riccardo Chailly (Blu-ray);Accentus;39.99;NR;Music;2013-11-19
215206;Mahler: Symphony No. 8 'Chailly': Erika Sunnegardh / Ricarda Merbeth / Christiane Oelze: Chor Der Oper Leipzig (Blu-ray);Accentus;39.99;NR;Music;2011-09-27
203233;Mahler: Symphony No. 8 'Summer Of A Thousand': Warsaw Philharmonic Choir & Orchestra (Audio-Only Blu-ray);Naxos;19.99;NR;Music;2011-04-26
257736;Mahler: Symphony No. 8: Georg Solti (Audio-Only Blu-ray);Decca;19.98;NR;Music;2014-02-11
224570;Mahler: Symphony No. 9: Claudio Abbado (Blu-ray);EuroArts;39.99;NR;Music;2012-03-27
142076;Maid In Manhattan (Blu-ray);Columbia/Tri-Star;19.99;PG-13;Comedy;2008-09-30
252736;Mail Order Bride (2008/ Blu-ray);E1 Entertainment;14.98;NR;Western;2013-12-03
213054;Maillot: Le Songe: Les Ballets De Monte Carlo: Les Ballets De Monte-Carlo (Blu-ray);Arthaus Musik;39.99;NR;Ballet;2011-08-30
214242;Main Street (Blu-ray);Magnolia Pictures;16.98;PG;Drama;2011-11-15
190937;Majestic Australia: IMAX (Blu-ray/ 2-Disc): Australia: Land Beyond / Wild Australia: The Edge;Magic Play;29.94;NR;Documentary;2010-11-09
264991;Majestic Prince: Collection #2 (Blu-ray);Sentai FilmWorks;69.98;MA17;Anime;2014-09-16
262275;Majestic Prince: The Complete Collection #1 (Blu-ray);Sentai FilmWorks;69.98;MA17;Anime;2014-07-15
231385;Majikoi: Oh! Samurai Girls: The Complete Collection (Blu-ray);Sentai FilmWorks;69.98;MA17;Anime;2012-10-23
154849;Major League (Paramount/ Blu-ray);Paramount;14.99;R;Comedy;2009-05-12
154778;Major League (Paramount/ Blu-ray/ Checkpoint);Paramount;14.99;R;Comedy;2009-05-12
239943;Major League (Warner Brothers/ Blu-ray);Warner Brothers;14.97;R;Comedy;2013-01-08
170633;Major League Baseball: 2009 World Series (Blu-ray);Shout! Factory;29.99;NR;Sports;2009-12-15
188012;Make Out With Violence (Blu-ray);Factory 25;34.95;NR;Horror;2010-11-30
234474;Make The Yuletide Gay (Blu-ray);TLA Releasing;29.99;NR;Comedy;2011-11-29
265326;Make Your Move (Blu-ray w/ Digital Copy);Sony Pictures;30.99;PG-13;Musical;2014-07-22
251501;Maken-Ki!: Battling Venus: The Complete Series (DVD & Blu-ray Combo);FUNimation;64.98;MA17;Anime;2013-11-12
251486;Maken-Ki!: Battling Venus: The Complete Series (Limited Edition/ DVD & Blu-ray Combo);FUNimation;69.98;MA17;Anime;2013-11-12
258513;Making Of A Lady (Blu-ray);PBS;29.99;NR;Drama;2014-04-15
263100;Making Off (Blu-ray/ On Demand DVD-R);Apprehensive Films;19.95;NR;Horror;2014-04-08
202435;Makioka Sisters (Blu-ray);Criterion Collection;29.95;NR;Foreign;2011-06-14
190526;Malcolm X (1992/ Blu-ray);Warner Brothers;24.98;PG-13;Drama;2012-01-31
171994;Maldeamores (Blu-ray) / Mancora (Blu-ray);Maya Entertainment;14.98;R;Foreign;2009-12-08
265399;Maleficent (DVD & Blu-ray Combo);Buena Vista;36.99;PG;Family;2014-10-28
146152;Malice@Doll (Blu-ray);ArtsmagicDVD;34.95;MA17;Anime;2008-10-28
260109;Mallrats (Blu-ray);Universal;19.98;R;Comedy;2014-04-15
186004;Maltese Falcon (Blu-ray);Warner Brothers;19.98;NR;Mystery/Suspense;2010-10-05
244046;Mama (2013/ Blu-ray);Universal;19.98;PG-13;Horror;2013-06-04
244008;Mama (2013/ Blu-ray/ Rental Ready);Universal;34.98;PG-13;Horror;2013-06-04
244208;Mama (2013/ Blu-ray/ Rental Ready/ Alternate UPC);Universal;34.98;PG-13;Horror;2013-05-07
223856;Mamma Mia! (2008/ Universal 100th Anniversary Edition/ DVD & Blu-ray Combo w/ Digital Copy);Universal;19.98;PG-13;Comedy;2012-01-10
250040;Mamma Mia! (2008/ Widescreen/ Blu-ray w/ Digital Copy);Universal;14.98;PG-13;Comedy;2013-10-08
247076;Mamma Mia! (2008/ Widescreen/ Blu-ray w/ Digital Copy/ Decades Collection);Universal;14.98;PG-13;Comedy;2013-07-09
145175;Mamma Mia! (2008/ Widescreen/ Blu-ray);Universal;14.98;PG-13;Comedy;2008-12-16
206257;Mamma Mia! (2008/ Widescreen/ DVD & Blu-ray Combo w/ Digital Copy);Universal;14.98;PG-13;Comedy;2011-06-28
167088;Mamma Mia! (2008/ Widescreen/ The Movie Gimme! Gimme! Gimme! Gift Set/ Blu-ray w/ Digital Copy);Universal;49.98;PG-13;Comedy;2009-11-10
227365;Man Apart (Blu-ray);New Line;14.97;R;Action/Adventure;2012-08-14
241187;Man Betrayed (1941/ Blu-ray);Olive Films;29.95;NR;Mystery/Suspense;2013-03-26
202269;Man Called Horse (Blu-ray);Paramount;24.99;R;Western;2011-05-31
202263;Man Called Horse (Blu-ray/ Checkpoint);Paramount;24.99;R;Western;2011-05-31
241263;Man Escaped (Criterion Collection/ Blu-ray);Criterion Collection;39.95;NR;Foreign;2013-03-26
171165;Man From Earth (Blu-ray);Anchor Bay;17.98;NR;SciFi;2010-02-02
196813;Man From Nowhere (2010/ Blu-ray);Well Go USA;26.98;NR;Foreign;2011-03-08
220856;Man From Snowy River (Blu-ray);Fox;14.99;PG;Family;2012-03-06
250806;Man In The Iron Mask (1977/ DVD & Blu-ray Combo);Hen's Tooth;29.95;NR;Action/Adventure;2013-10-08
216144;Man In The Iron Mask (1998/ Blu-ray);MGM/UA;14.99;PG-13;Action/Adventure;2011-09-27
179484;Man In The Iron Mask (1998/ DVD & Blu-ray Combo);MGM/UA;24.99;PG-13;Action/Adventure;2010-05-11
222636;Man Nobody Knew: In Search Of My Father, CIA Spymaster William Colby (Blu-ray);First Run Features;29.95;NR;Documentary;2012-04-17
251427;Man Of Steel (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy);Warner Brothers;44.95;PG-13;Action/Adventure;2013-11-12
251552;Man Of Steel (Blu-ray 3D/ DVD & Blu-ray Combo w/ Digital Copy/ Limited Edition);Warner Brothers;59.99;PG-13;Action/Adventure;2013-11-12
251389;Man Of Steel (Blu-ray/ Rental Ready);Warner Brothers;24.97;PG-13;Action/Adventure;2013-11-12
251399;Man Of Steel (DVD & Blu-ray Combo w/ Digital Copy & Collectible Figurines/ Limited Edition);Warner Brothers;45.12;PG-13;Action/Adventure;2013-11-12
251381;Man Of Steel (DVD & Blu-ray Combo w/ Digital Copy);Warner Brothers;24.98;PG-13;Action/Adventure;2013-11-12
253480;Man Of Tai Chi (Blu-ray);Anchor Bay;24.99;R;Action/Adventure;2013-12-10
223778;Man On A Ledge (Blu-ray);Summit Entertainment;14.99;PG-13;Suspense/Thriller;2012-05-29
229282;Man On A Swing (Blu-ray);Olive Films;29.95;PG;Drama;2012-09-04
124823;Man On Fire (Blu-ray);Fox;14.99;R;Action/Adventure;2008-01-08
160572;Man On The Moon (UNK/ 40th Anniversary Edition/ Blu-ray);Timeless Multimedia;19.98;NR;Documentary;2009-08-04
144429;Man Who Fell To Earth (Criterion Collection/ Special Edition/ Blu-ray);Criterion Collection;39.95;R;SciFi;2008-12-16
263315;Man Who Knew Too Little (Blu-ray);Warner Brothers;19.98;PG;Comedy;2014-08-05
